Title,Document Type,Name,Version
Using physical and functional comparisons to assure 3rd-party IP for modern FPGAs,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Single-Event Characterization of 16 nm FinFET Xilinx UltraScale+ Devices with Heavy Ion and Neutron Irradiation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Neutron Radiation Beam Results for the Xilinx UltraScale+ MPSoC,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Zipper Tube Reinforcement to Mitigate Flexible Shaft Buckling,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Modified Material Properties in Curved Panels Through Lamina Emergent Torsional Joints,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Implementation of Rolling Contacts for SORCE Joints,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
An Origami-based Thickness-Accommodating Bistable Mechanism in Monolithic Thick-sheet Materials,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Learned Search Parameters for Cooperating Vehicles using Gaussian Process Regressions,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Autonomous target following with monocular camera on UAS using Recursive-RANSAC tracker,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Environmental and track factors that contribute to abrasion damage,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Development and testing of an innovative architectural programming simulation as a precursor to target value design,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Relative target estimation using a cascade of extended Kalman filters,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Pull-out strength of fiberglass/epoxy composite rebar manufactured using a three-dimensional braiding process,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Gradient-based optimization of wind farms with different turbine heights,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Probabilistic Network Observability of a Hybrid Power System with Communication Irregularities,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Network Reduction in Transient Stability Models using Partial Response Matching,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Semantic style creation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Thermal properties of thin film uranium oxides and thorium oxides,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Microfluidic temperature behavior in a multi-material 3D printed chip,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Effects of laser ablation parameters to pattern high purity magnesium surfaces,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Corrigendum: Efficient decellularization of whole porcine kidneys improves reseeded cell behavior (Biomedical Materials (Bristol) (2016) 11 (025003) DOI: 10.1088/1748-6041/11/2/025003),Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Isogeometric design and analysis,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Pull-out strength of composite rebar made using a three-dimensional braiding machine,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Characterization and validation of in situ void formation during resin infusion,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Field testing of Cryogenic Carbon Capture,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Impact of computational mesh on CFD combustion predictions,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Closed-Loop PID Re-Tuning in a Digital Twin by Re-Playing Past Setpoint and Load Disturbance Data,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Moderating operator influence in human-swarm systems,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Intent-based robotic path-replanning: When to adapt new paths in dynamic environments,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Single-Shot Measurement of Extreme Ultraviolet Free Electron Laser Pulses,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Measured Polarization Components of Nonlinear Thomson Scattering,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Visio-acoustic data fusion for structural health monitoring applications,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Augmented Reality for Interactive Robot Control,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
The emerging impact of cell-free chemical biosynthesis,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Synchronization between sensors and cameras in movement data labeling frameworks,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
A review of binarized neural networks,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Improving full-scale models of new carbon capture technologies with uncertainty quantification,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Architecture exploration for HLS-oriented FPGA debug overlays,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
On-chip FPGA debug instrumentation for machine learning applications,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Impact of soft errors on large-scale FPGA cloud computing,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
The winds and currents mission concept,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Physical-Layer Security: Does it Work in a Real Environment?,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Nested QPSK Encoding for Information Theoretic Security,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Full-Duplex Jamming for Enhanced Hidden-Key Secrecy,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Adaptive Physical-Layer Security Through Punctured Coding for Secrecy,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
A Rateless Approach to Physical-Layer Security,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Deep visual gravity vector detection for unmanned aircraft attitude estimation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Bias estimation for angle-only sensors in distributed multi-target tracking systems,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Toward quantitative characterization of essential tremor for future tremor suppression,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Bad news first: How optimal directness depends on what is negated,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Guest Editorial Special Issue on Marine and Maritime Radar Remote Sensing,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Guest editorial an overview of the seabed characterization experiment,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Selective Laser Melting aluminum waveguide attenuation at K-band,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Simultaneous Global Identification of Dynamic and Network Parameters in Transient Stability Studies,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Hybrid power system state estimation with irregular sampling,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Computational Modeling of Wound Suture: A Review,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Polar coding for physical-layer security without knowledge of the eavesdropper's channel,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Modeling global and local codon bias with deep language models,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Genome polymorphism detection through relaxed de bruijn graph construction,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Layering Security at Global Control Points to Secure Unmodified Software,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Movie recommendations using the deep learning approach,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
A graduate school recommendation system using the multi-class support vector machine and KNN approaches,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
"Using a Deep Learning Model, Content Features, and Author Metadata to Recommend Research Papers",Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Kcollections: A fast and efficient library for K-mers,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Don't Punish all of us: Measuring User Attitudes about Two-Factor Authentication,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Modeling common cause failures in systems with triple modular redundancy and repair,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Informing the use of hyperparameter optimization through metalearning,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Variable stiffness adaptation to mitigate system failure in inflatable robots,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
"Multi-objective design optimization of a soft, pneumatic robot",Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Motion planning for mobile robots using inverse kinematics branching,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Space-Time Coded ARTM CPM for Aeronautical Telemetry,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
A Tale of Two Studies: The Best and Worst of YubiKey Usability,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
The polygraph: A data structure for genome alignment and variation detection,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
When does a human replan? Exploring intent-based replanning in multi-objective path planning,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Volumetric display by movement of particles trapped in a laser via photophoresis,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Using ellipsometry and X-ray photoelectron spectroscopy for real-time monitoring of the oxidation of aluminum mirrors protected by ultrathin MgF2 layers,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Targeted 3D modeling from UAV imagery,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Progress in transparent flat-panel holographic displays enabled by guided-wave acousto-optics,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Near-to-eye electroholography via guided-wave acousto-optics for augmented reality,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Multi-timescale pump-probe spectroscopy using time-encoding and time-stretching methods,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
"Factor analysis in automated face detection: Gender, occlusion, eyewear, brightness, contrast, and focus measure",Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Experimental characterization of leaky-mode spatial light modulators fabricated via direct laser writing,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
Atomic flux circuits,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Architectures for Earth-observing CubeSat scatterometers,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
Adding EUV reflectance to aluminum-coated mirrors for space-based observation,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
3D printing for lab-on-a-chip devices with 20 μm channels,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
Weighing Context and Trade-offs: How suburban adults selected their online security posture,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications",Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
When is a tree really a truck? Exploring mental models of encryption,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Action needed! Helping users find and complete the authentication ceremony in signal,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 4
A comparative usability study of key management in secure email,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 5
The fog of warnings: How non-essential notifications blur with security warnings,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 1
A usability study of five two-factor authentication methods,Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 2
"“Something isn't secure, but I'm not sure how that translates into a problem”: Promoting autonomy by designing for understanding in Signal",Conference Paper,IEEE Emerging IT Conference ,EmIT Ed 3
Turning Disaster into Knowledge: Geotechnical Aspects of the 2018 Mw 7.1 Anchorage Alaska Earthquake,Conference Paper,IET Conference Publications,IET Ed 1
The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,Conference Paper,IET Conference Publications,IET Ed 2
"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",Conference Paper,IET Conference Publications,IET Ed 3
"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",Conference Paper,IET Conference Publications,IET Ed 4
Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),Conference Paper,IET Conference Publications,IET Ed 5
Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,Conference Paper,IET Conference Publications,IET Ed 1
Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,Conference Paper,IET Conference Publications,IET Ed 2
"Mexico City Basin Effects: Past, Present, and Future",Conference Paper,IET Conference Publications,IET Ed 3
Lateral resistance of piles within corrugated metal sleeves,Conference Paper,IET Conference Publications,IET Ed 4
Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,Conference Paper,IET Conference Publications,IET Ed 5
Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,Conference Paper,IET Conference Publications,IET Ed 1
Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,Conference Paper,IET Conference Publications,IET Ed 2
Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,Conference Paper,IET Conference Publications,IET Ed 3
Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,Conference Paper,IET Conference Publications,IET Ed 4
"Blast-Induced Liquefaction Results at the Silty-Sand Site of Mirabello, Emilia Romagna Region, Italy",Conference Paper,IET Conference Publications,IET Ed 5
Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,Conference Paper,IET Conference Publications,IET Ed 1
In situ bubble characterization during resin infusion for process simulation of voids,Conference Paper,IET Conference Publications,IET Ed 2
Moment method analysis of a reconfigurable OTA reverberation chamber,Conference Paper,IET Conference Publications,IET Ed 3
Commissioning observations with the focal L-band Array on the Green Bank Telescope (FLAG),Conference Paper,IET Conference Publications,IET Ed 4
A compact low-cost direction finding system for unmanned aerial vehicles,Conference Paper,IET Conference Publications,IET Ed 5
Evaluation and demonstration of take home laboratory kit,Conference Paper,IET Conference Publications,IET Ed 1
Implementation of lean practices among finishing contractors in the US,Conference Paper,IET Conference Publications,IET Ed 2
Delivery methods and social network analysis of unethical behavior in the construction industry,Conference Paper,IET Conference Publications,IET Ed 3
Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,Conference Paper,IET Conference Publications,IET Ed 4
Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,Conference Paper,IET Conference Publications,IET Ed 5
High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data,Conference Paper,IET Conference Publications,IET Ed 1
Analyzing the safety impacts of raised medians,Conference Paper,IET Conference Publications,IET Ed 2
A methodology for analyzing intersection safety,Conference Paper,IET Conference Publications,IET Ed 3
Adaptive net radiative heat transfer and thermal management with origami-structured surfaces,Conference Paper,IET Conference Publications,IET Ed 4
Profile-based team organization in multi-university capstone engineering design teams,Conference Paper,IET Conference Publications,IET Ed 5
A bi-directional interface for improved interaction with engineering models in virtual reality design reviews,Conference Paper,IET Conference Publications,IET Ed 1
The scaled SLW model of gas radiation in non-uniform media,Conference Paper,IET Conference Publications,IET Ed 2
Preface,Conference Paper,IET Conference Publications,IET Ed 3
Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,Conference Paper,IET Conference Publications,IET Ed 4
Shaping and Forming of Advanced High Strength Steels,Conference Paper,IET Conference Publications,IET Ed 5
Quantum Materials for Energy-Efficient Computing,Conference Paper,IET Conference Publications,IET Ed 1
Behavior of Sheet Metal Under Multiaxial Deformation Paths,Conference Paper,IET Conference Publications,IET Ed 2
Adhesion testing of printed inks while varying the surface treatment of polymer substrates,Conference Paper,IET Conference Publications,IET Ed 3
Minimum required detection range for detect and avoid of unmanned aircraft systems,Conference Paper,IET Conference Publications,IET Ed 4
Solar system science with the Wide-Field Infrared Survey Telescope,Conference Paper,IET Conference Publications,IET Ed 5
Non-canonical amino acid labeling in proteomics and biotechnology,Conference Paper,IET Conference Publications,IET Ed 1
A Review of the Capabilities of Current Low-Cost Virtual Reality Technology and Its Potential to Enhance the Design Process,Conference Paper,IET Conference Publications,IET Ed 2
Development of sediment management guidelines for small to medium reservoirs,Conference Paper,IET Conference Publications,IET Ed 3
Review of surface water interactions with metal oxide nanoparticles,Conference Paper,IET Conference Publications,IET Ed 4
"Social impact in product design, an exploration of current industry practices",Conference Paper,IET Conference Publications,IET Ed 5
Over-design versus redesign as a response to future requirements,Conference Paper,IET Conference Publications,IET Ed 1
Rigidly foldable quadrilateral meshes from angle arrays,Conference Paper,IET Conference Publications,IET Ed 2
Origami-based design of conceal-and-reveal systems,Conference Paper,IET Conference Publications,IET Ed 3
Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,Conference Paper,IET Conference Publications,IET Ed 4
Engineering radical polymer electrodes for electrochemical energy storage,Conference Paper,IET Conference Publications,IET Ed 5
Folding approaches for tensioned precision planar shell structures,Conference Paper,IET Conference Publications,IET Ed 1
Bridging theory to practice: Feedforward and cascade control with tclab arduino kit,Conference Paper,IET Conference Publications,IET Ed 2
Preface,Conference Paper,IET Conference Publications,IET Ed 3
Exploration of carbon-filled carbon nanotube vascular stents,Conference Paper,IET Conference Publications,IET Ed 4
"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",Conference Paper,IET Conference Publications,IET Ed 5
An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,Conference Paper,IET Conference Publications,IET Ed 1
A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),Conference Paper,IET Conference Publications,IET Ed 2
Preface,Conference Paper,IET Conference Publications,IET Ed 3
Preface,Conference Paper,IET Conference Publications,IET Ed 4
Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,Conference Paper,IET Conference Publications,IET Ed 5
"Formability of magnesium alloy AZ31B from room temperature to 125, °C under biaxial tension",Conference Paper,IET Conference Publications,IET Ed 1
Advances in Signal Processing for Friction Stir Welding Temperature Control,Conference Paper,IET Conference Publications,IET Ed 2
Roadmap on biological pathways for electronic nanofabrication and materials,Conference Paper,IET Conference Publications,IET Ed 3
Optofluidic bioanalysis: Fundamentals and applications,Conference Paper,IET Conference Publications,IET Ed 4
Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
Single particle detection enhancement with wavelet-based signal processing technique,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Progress on static structures for leaky mode waveguides,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Progress on photophoretic trap displays,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Preserving optical confinement in unannealed PECVD SiO2 waveguides,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Polarization-resolved single-photon measurements of nonlinear Thomson scattering,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Open source computational photonics toolbox,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
High fidelity MMI excitation patterns for optofluidic multiplexing,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Demonstration of interference pattern structured illumination imaging,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
3D hydrodynamic focusing for optofluidics using a stacked channel design,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Integrating community-level data resources for precision medicine research,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
Evans function computation for the stability of travelling waves,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Benchmarking your break rates: A review of new findings and trends from north American water main break studies,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Alpha Model Domination in Multiple Choice Learning,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
"Adapting standard external clustering metrics for repetitive, noisy observations",Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Fourier descriptors for improved analysis of distortion transfer and generation,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
A 0.2-V 10-bit 5-kHz SAR ADC with Dynamic Bulk Biasing and Ultra-Low-Supply-Voltage Comparator,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Necessary and Sufficient Conditions on State Transformations That Preserve the Causal Structure of LTI Dynamical Networks,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
"Dynamic Networks: Representations, Abstractions, and Well-Posedness",Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
The personification of big data,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
New flow assurance system with high speed subsea fiber optic monitoring of pressure and temperature,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Development and testing of a friction-based post-installable fiber-optic monitoring system for subsea applications,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
When official systems overload: A framework for finding social media calls for help during evacuations,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Requirements for software to support the use of social media in emergency management: A Delphi study,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Information design in crowdfunding under thresholding policies,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
GEESE: Grammatical evolution algorithm for evolution of swarm behaviors,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Effect of leader placement on robotic swarm control,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Designing emergent swarm behaviors using behavior trees and grammatical evolution,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Cooperating in long-term relationships with time-varying structure,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Strut-and-tie models for masonry walls with openings,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
Finite element model of dry-stack masonry shear walls,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 3
Locally correlated slw model for prediction of gas radiation in non-uniform media,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 4
Assessment of engineering gas radiative property models in high pressure turbulent jet diffusion flames,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 5
Accuracy of engineering methods for radiative transfer in CO2-H2O mixtures at high temperature,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 1
On peak-to-average power ratio optimization for coded APSK,Conference Paper,Pacific Symposium on Biocomputing,Pacific Ed 2
