Title,Document Type,Name,Version
Efficient feature descriptor for unmanned aerial vehicle ground moving object tracking,Journal,JOM,JOM Vol 4
Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,Journal,JOM,JOM Vol 5
Deconfliction in high-density unmanned aerial vehicle systems,Journal,JOM,JOM Vol 2
Takeoff and performance trade-offs of retrofit distributed electric propulsion for urban transport,Journal,JOM,JOM Vol 3
Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,Journal,JOM,JOM Vol 4
Latanoprost uptake and release from commercial contact lenses,Journal,JOM,JOM Vol 5
Tracking joint angles during whole-arm movements using electromagnetic sensors,Journal,JOM,JOM Vol 2
Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,Journal,JOM,JOM Vol 3
"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Journal,JOM,JOM Vol 4
Measuring the transverse Young's modulus of maize rind and pith tissues,Journal,JOM,JOM Vol 5
Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,Journal,JOM,JOM Vol 2
Validated Lateral Seismic Force-Displacement Backbone Curves for High-Speed Rail Bridge Abutments,Journal,JOM,JOM Vol 3
"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",Journal,JOM,JOM Vol 4
Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,Journal,JOM,JOM Vol 5
A new approach of reduction of carbon dioxide emission and optimal use of carbon and hydrogen content for the desired syngas production from coal,Journal,JOM,JOM Vol 2
Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,Journal,JOM,JOM Vol 3
The effects of voids in quasi-static indentation of resin-infused reinforced polymers,Journal,JOM,JOM Vol 4
Optical measurement of voids in situ during infusion of carbon reinforcements,Journal,JOM,JOM Vol 5
Structural design space exploration using principal component analysis,Journal,JOM,JOM Vol 2
A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,Journal,JOM,JOM Vol 3
Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,Journal,JOM,JOM Vol 4
Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,Journal,JOM,JOM Vol 5
Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,Journal,JOM,JOM Vol 2
Column axial load effects on the performance of skewed SMF RBS connections,Journal,JOM,JOM Vol 3
Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,Journal,JOM,JOM Vol 4
Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,Journal,JOM,JOM Vol 5
Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,Journal,JOM,JOM Vol 2
Regional Stiffness Reduction Using Lamina Emergent Torsional Joints for Flexible Printed Circuit Board Design,Journal,JOM,JOM Vol 3
A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,Journal,JOM,JOM Vol 4
Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,Journal,JOM,JOM Vol 5
A Multimodal Exploration of Engineering Students' Emotions and Electrodermal Activity in Design Activities,Journal,JOM,JOM Vol 2
Water entry of deformable spheres,Journal,JOM,JOM Vol 3
Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,Journal,JOM,JOM Vol 4
Increasing Inducer Stability and Suction Performance With a Stability Control Device,Journal,JOM,JOM Vol 5
Contributions of Tip Leakage and Inlet Diffusion on Inducer Backflow,Journal,JOM,JOM Vol 2
Dynamic optimization of high-altitude solar aircraft trajectories under station-keeping constraints,Journal,JOM,JOM Vol 3
Design of a clinical decision support system for fracture prediction using imbalanced dataset,Journal,JOM,JOM Vol 4
Impact of pulse length on the accuracy of defect depth measurements in pulse thermography,Journal,JOM,JOM Vol 5
Control of Net Radiative Heat Transfer with a Variable-Emissivity Accordion Tessellation,Journal,JOM,JOM Vol 2
Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,Journal,JOM,JOM Vol 3
Submerged hydraulic jump remediation at low-head dams: Partial width deflector design,Journal,JOM,JOM Vol 4
Comprehensive and quality-controlled bedload transport database,Journal,JOM,JOM Vol 5
Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,Journal,JOM,JOM Vol 2
Infrastructure Project Scope Definition Using Project Definition Rating Index,Journal,JOM,JOM Vol 3
Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,Journal,JOM,JOM Vol 4
Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),Journal,JOM,JOM Vol 5
Investigating steel tool life in the RFSSW process,Journal,JOM,JOM Vol 2
A comparison of model predictive control and PID temperature control in friction stir welding,Journal,JOM,JOM Vol 3
Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Journal,JOM,JOM Vol 4
Microstructural evaluation of hydrogen embrittlement and successive recovery in advanced high strength steel,Journal,JOM,JOM Vol 5
Grain boundary structure–property model inference using polycrystals: the overdetermined case,Journal,JOM,JOM Vol 2
Solid state crack repair by friction stir processing in 304L stainless steel,Journal,JOM,JOM Vol 3
Predicting recrystallized grain size in friction stir processed 304L stainless steel,Journal,JOM,JOM Vol 4
"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",Journal,JOM,JOM Vol 5
Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,Journal,JOM,JOM Vol 2
Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Journal,JOM,JOM Vol 3
Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,Journal,JOM,JOM Vol 4
Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Journal,JOM,JOM Vol 5
"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",Journal,JOM,JOM Vol 2
A Method for Creating Product Social Impact Models of Engineered Products,Journal,JOM,JOM Vol 3
Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,Journal,JOM,JOM Vol 4
EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,Journal,JOM,JOM Vol 5
Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements,Journal,JOM,JOM Vol 2
A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,Journal,JOM,JOM Vol 3
A model for multi-input mechanical advantage in origami-based mechanisms,Journal,JOM,JOM Vol 4
Inverted L-arm gripper compliant mechanism,Journal,JOM,JOM Vol 5
Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,Journal,JOM,JOM Vol 2
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Journal,JOM,JOM Vol 3
Antireflective light-blocking layers using a liquid top matte coating,Journal,JOM,JOM Vol 4
"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",Journal,JOM,JOM Vol 5
Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,Journal,JOM,JOM Vol 2
Scalable fabric tactile sensor arrays for soft bodies,Journal,JOM,JOM Vol 3
Nanofluidic peristaltic pumps made from silica thin films,Journal,JOM,JOM Vol 4
Direct macro-to-micro interface method for microfluidics,Journal,JOM,JOM Vol 5
High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,Journal,JOM,JOM Vol 2
Automated Air-Coupled Impact-Echo Testing of a Concrete Bridge Deck from a Continuously Moving Platform,Journal,JOM,JOM Vol 3
Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,Journal,JOM,JOM Vol 4
When do workarounds help or hurt patient outcomes? The moderating role of operational failures,Journal,JOM,JOM Vol 5
Simulations in Construction and Engineering Management Education to Explore Professional Challenges,Journal,JOM,JOM Vol 2
Continuous permeability measurement during unidirectional vacuum infusion processing,Journal,JOM,JOM Vol 3
Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,Journal,JOM,JOM Vol 4
Increasing Student Use of a Learner Dashboard,Journal,JOM,JOM Vol 5
Analysis of the external radiation from circular cylindrical shells,Journal,JOM,JOM Vol 2
High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,Journal,JOM,JOM Vol 3
Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,Journal,JOM,JOM Vol 4
"The need, development, and validation of the innovation test instrument",Journal,JOM,JOM Vol 5
Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,Journal,JOM,JOM Vol 2
Dynamics of a capsule flowing in a tube under pulsatile flow,Journal,JOM,JOM Vol 3
Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,Journal,JOM,JOM Vol 4
Re-epithelialization of whole porcine kidneys with renal epithelial cells,Journal,JOM,JOM Vol 5
Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,Journal,JOM,JOM Vol 2
Tutorial on interpreting x-ray photoelectron spectroscopy survey spectra: Questions and answers on spectra from the atomic layer deposition of Al2O3 on silicon,Journal,JOM,JOM Vol 3
Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,Journal,JOM,JOM Vol 4
Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,Journal,JOM,JOM Vol 5
Reservoir sustainability and sediment management,Journal,JOM,JOM Vol 2
Integration of sample preparation and analysis into an optofluidic chip for multi-target disease detection,Journal,JOM,JOM Vol 3
Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,Journal,JOM,JOM Vol 4
"3D printed high density, reversible, chip-to-chip microfluidic interconnects",Journal,JOM,JOM Vol 5
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,Journal,JOM,JOM Vol 2
Water supply damage caused by the 2016 Kumamoto Earthquake,Journal,JOM,JOM Vol 3
"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Journal,JOM,JOM Vol 4
The use of a binary chelate formulation: Could gadolinium based linear contrast agents be rescued by the addition of zinc selective chelates?,Journal,JOM,JOM Vol 5
Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,Journal,JOM,JOM Vol 2
Thermal characterization of natural and synthetic spider silks by both the 3ω and transient electrothermal methods,Journal,JOM,JOM Vol 3
Materials selection of flexible open-cell foams in energy absorption applications,Journal,JOM,JOM Vol 4
In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel,Journal,JOM,JOM Vol 5
Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,Journal,JOM,JOM Vol 2
Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,Journal,JOM,JOM Vol 3
Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,Journal,JOM,JOM Vol 4
Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,Journal,JOM,JOM Vol 5
"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",Journal,JOM,JOM Vol 2
Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,Journal,JOM,JOM Vol 3
An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,Journal,JOM,JOM Vol 4
An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,Journal,JOM,JOM Vol 5
Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,Journal,JOM,JOM Vol 2
"Disaster reconnaissance using multiple small unmanned aerial vehicles""",Journal,JOM,JOM Vol 3
Origami fold states: Concept and design tool,Journal,JOM,JOM Vol 4
Deployable lenticular stiffeners for origami-inspired mechanisms,Journal,JOM,JOM Vol 5
A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,Journal,JOM,JOM Vol 2
Texture mediated grain boundary network design in three dimensions,Journal,JOM,JOM Vol 3
Origami-inspired sacrificial joints for folding compliant mechanisms,Journal,JOM,JOM Vol 4
On the modeling of a contact-aided cross-axis flexural pivot,Journal,JOM,JOM Vol 5
Kinetostatic modeling of complex compliant mechanisms with serial-parallel substructures: A semi-analytical matrix displacement method,Journal,JOM,JOM Vol 2
Developable mechanisms on right conical surfaces,Journal,JOM,JOM Vol 3
Developable mechanisms on regular cylindrical surfaces,Journal,JOM,JOM Vol 4
Developable compliant-aided rolling-contact mechanisms,Journal,JOM,JOM Vol 5
A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,Journal,JOM,JOM Vol 2
Using Cyclic Quadrilaterals to Design Cylindrical Developable Mechanisms,Journal,JOM,JOM Vol 3
Unpacking the Mathematics of Modeling Origami Folding Transformations with Quaternions,Journal,JOM,JOM Vol 4
Frequency response of the leap motion controller and its suitability for measuring tremor,Journal,JOM,JOM Vol 5
Simulated Microstructural and Compositional Evolution of U-Pu-Zr Alloys Using the Potts-Phase Field Modeling Technique,Journal,JOM,JOM Vol 2
"High-Speed Friction Stir Welding of AA7075-T6 Sheet: Microstructure, Mechanical Properties, Micro-texture, and Thermal History",Journal,JOM,JOM Vol 3
Effect of Post-weld Heat Treatment on Microstructure and Mechanical Properties of Dissimilar Metal Weld Used in Power Plants,Journal,JOM,JOM Vol 4
Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,Journal,JOM,JOM Vol 5
Controlling normal stiffness in droplet-based linear bearings,Journal,JOM,JOM Vol 2
"3D printed microfluidic features using dose control in X, Y, and Z dimensions",Journal,JOM,JOM Vol 3
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Journal,JOM,JOM Vol 4
Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,Journal,JOM,JOM Vol 5
The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,Journal,JOM,JOM Vol 2
Predicting Lap Shear Strength for Friction Stir Scribe Joining of Dissimilar Materials,Journal,JOM,JOM Vol 3
Joining Dissimilar Material Using Friction Stir Scribe Technique,Journal,JOM,JOM Vol 4
High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties,Journal,JOM,JOM Vol 5
Recognition of Chinese food using convolutional neural network,Journal,JOM,JOM Vol 2
Biocompatible and sustainable power supply for self-powered wearable and implantable electronics using III-nitride thin-film-based flexible piezoelectric generator,Journal,International Journal of Technology and Design Education,IJTDE Vol 1
DNA origami mediated electrically connected metal—semiconductor junctions,Journal,International Journal of Technology and Design Education,IJTDE Vol 2
High surface-area carbon microcantilevers,Journal,International Journal of Technology and Design Education,IJTDE Vol 3
Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation,Journal,International Journal of Technology and Design Education,IJTDE Vol 4
Solid-state membranes formed on natural menisci,Journal,International Journal of Technology and Design Education,IJTDE Vol 5
Permanganate-based synthesis of manganese oxide nanoparticles in ferritin,Journal,International Journal of Technology and Design Education,IJTDE Vol 1
The biotech living and the walking dead,Journal,International Journal of Technology and Design Education,IJTDE Vol 2
Relative navigation of fixed-wing aircraft in GPS-denied environments,Journal,International Journal of Technology and Design Education,IJTDE Vol 3
Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Journal,International Journal of Technology and Design Education,IJTDE Vol 4
Nonlinear resonant ultrasound spectroscopy of stress corrosion cracking in stainless steel rods,Journal,International Journal of Technology and Design Education,IJTDE Vol 5
Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,Journal,International Journal of Technology and Design Education,IJTDE Vol 1
"Detecting and imaging stress corrosion cracking in stainless steel, with application to inspecting storage canisters for spent nuclear fuel",Journal,International Journal of Technology and Design Education,IJTDE Vol 2
"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",Journal,International Journal of Technology and Design Education,IJTDE Vol 3
Modeling acoustic resonators using higher-order equivalent circuits,Journal,International Journal of Technology and Design Education,IJTDE Vol 4
Case study: Noise reduction of a vacuum-assisted toilet,Journal,International Journal of Technology and Design Education,IJTDE Vol 5
Noise reduction techniques in fiber optic sensors,Journal,International Journal of Technology and Design Education,IJTDE Vol 1
Time reversal techniques,Journal,International Journal of Technology and Design Education,IJTDE Vol 2
Machine-learned multi-system surrogate models for materials prediction,Journal,International Journal of Technology and Design Education,IJTDE Vol 3
Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,Journal,International Journal of Technology and Design Education,IJTDE Vol 4
Just-noticeable difference binary pattern for reduced reference image quality assessment,Journal,International Journal of Technology and Design Education,IJTDE Vol 5
Survivability of integrated fiber Bragg grating sensors in ballistic protection fabrics for high velocity impact testing,Journal,International Journal of Technology and Design Education,IJTDE Vol 1
In-situ strain measurement of ballistic fabrics during impact using fiber Bragg gratings,Journal,International Journal of Technology and Design Education,IJTDE Vol 2
Volumetric displays,Journal,International Journal of Technology and Design Education,IJTDE Vol 3
Overview of estimation methods for industrial dynamic systems,Journal,OSA Continuum,OSAC Vol 1
Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,Journal,OSA Continuum,OSAC Vol 2
Accelerating silicon photonic parameter extraction using artificial neural networks,Journal,OSA Continuum,OSAC Vol 3
Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening,Journal,OSA Continuum,OSAC Vol 4
Losartan attenuates progression of osteoarthritis in the synovial temporomandibular and knee joints of a chondrodysplasia mouse model through inhibition of TGF-β1 signaling pathway,Journal,OSA Continuum,OSAC Vol 5
Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,Journal,OSA Continuum,OSAC Vol 1
Turning depths: Evanescent to propagating wave kinetic energy density,Journal,OSA Continuum,OSAC Vol 2
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,Journal,OSA Continuum,OSAC Vol 3
Shear joy of watching paint dry,Journal,OSA Continuum,OSAC Vol 4
Orthogonal liquid-jet impingement on wettability-patterned impermeable substrates,Journal,OSA Continuum,OSAC Vol 5
"Oat improvement and innovation using wild genetic resources (poaceae, Avena spp.): Elevating “oats” to a new level and stature",Journal,OSA Continuum,OSAC Vol 2
Interspecific hybridization for upland cotton improvement,Journal,OSA Continuum,OSAC Vol 3
Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model,Journal,OSA Continuum,OSAC Vol 4
Cylindrical cross-axis flexural pivots,Journal,OSA Continuum,OSAC Vol 5
"Social impact in product design, an exploration of current industry practices",Journal,OSA Continuum,OSAC Vol 6
Rigidly foldable quadrilateral meshes from angle arrays,Journal,OSA Continuum,OSAC Vol 2
Over-Design Versus Redesign as a Response to Future Requirements,Journal,OSA Continuum,OSAC Vol 3
Origami-Based Design of Conceal-and-Reveal Systems,Journal,OSA Continuum,OSAC Vol 4
Measurement of radiative gas and particle emissions in biomass flames,Journal,OSA Continuum,OSAC Vol 5
Product development: Principles and tools for creating desirable and transferable designs,Journal,OSA Continuum,OSAC Vol 6
"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",Journal,OSA Continuum,OSAC Vol 3
Planning and Analyzing Experiments with Models that Distinguish Between Replicates and Repeats,Journal,OSA Continuum,OSAC Vol 1
Failure time distributions for complex equipment,Journal,OSA Continuum,OSAC Vol 2
Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,Journal,OSA Continuum,OSAC Vol 3
Phase II monitoring of variability using Cusum and EWMA charts with individual observations,Journal,OSA Continuum,OSAC Vol 4
Estimating correlations with censored data,Journal,OSA Continuum,OSAC Vol 5
Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,Journal,OSA Continuum,OSAC Vol 1
Quantifying the effects of various factors on the utility of design ethnography in the developing world,Journal,OSA Continuum,OSAC Vol 2
Design for excess capability to handle uncertain product requirements in a developing world setting,Journal,OSA Continuum,OSAC Vol 3
The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,Journal,OSA Continuum,OSAC Vol 4
The Sobrado Vallim Rehabilitation Project,Journal,OSA Continuum,OSAC Vol 5
A Proposed Test to Evaluate Efflorescence Potential of Ceramic Blocks,Journal,OSA Continuum,OSAC Vol 2
Nonparametric Tree-Based Predictive Modeling of Storm Outages on an Electric Distribution Network,Journal,OSA Continuum,OSAC Vol 3
"A Geometrically Exact Isogeometric Blended Shell: Formulation, Benchmarking, and Automotive Application",Journal,OSA Continuum,OSAC Vol 4
Developable mechanisms on developable surfaces,Journal,OSA Continuum,OSAC Vol 5
Insights into grain boundary energy structure-property relationships by examining computed [1 0 0] disorientation axis grain boundaries in Nickel,Journal,OSA Continuum,OSAC Vol 6
Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,Journal,OSA Continuum,OSAC Vol 2
Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,Journal,OSA Continuum,OSAC Vol 3
Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,Journal,OSA Continuum,OSAC Vol 4
"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures",Journal,OSA Continuum,OSAC Vol 5
A dual sensor selective for Hg2+ and cysteine detection,Journal,OSA Continuum,OSAC Vol 6
3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,Journal,OSA Continuum,OSAC Vol 3
Quality assessment of images with multiple distortions based on phase congruency and gradient magnitude,Journal,OSA Continuum,OSAC Vol 1
Heat set creases in polyethylene terephthalate (PET) sheets to enable origami-based applications,Journal,OSA Continuum,OSAC Vol 2
Effect of environmental and material factors on the response of nanocomposite foam impact sensors,Journal,OSA Continuum,OSAC Vol 3
Site effects in Mexico City basin: Past and present,Journal,OSA Continuum,OSAC Vol 4
Overestimation of liquefaction hazard in areas of low to moderate seismicity due to improper characterization of probabilistic seismic loading,Journal,OSA Continuum,OSAC Vol 5
Observed building damage patterns and foundation performance in Mexico City following the 2017 M7.1 Puebla-Mexico City earthquake,Journal,OSA Continuum,OSAC Vol 1
Natural frequencies of piled raft foundation including superstructure effect,Journal,OSA Continuum,OSAC Vol 2
Human factors in mission control centers,Journal,OSA Continuum,OSAC Vol 3
Structural analysis and optimization of tall buildings connected with skybridges and atria,Journal,OSA Continuum,OSAC Vol 4
Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,Journal,OSA Continuum,OSAC Vol 5
Religion-focused dating apps: A Q methodology study on the uses of mutual,Journal,OSA Continuum,OSAC Vol 2
"The effect of two distinct fast time scales in the rotating, stratified Boussinesq equations: variations from quasi-geostrophy",Journal,OSA Continuum,OSAC Vol 3
One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,Journal,OSA Continuum,OSAC Vol 4
Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,Journal,OSA Continuum,OSAC Vol 5
Implementing highway safety manual life-cycle benefit–cost analysis of safety improvements,Journal,OSA Continuum,OSAC Vol 6
Evaluating Safety Impacts of Access Management Alternatives with the Surrogate Safety Assessment Model,Journal,OSA Continuum,OSAC Vol 2
Developing Decision Boundaries for Left-Turn Treatments,Journal,OSA Continuum,OSAC Vol 3
A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,Journal,OSA Continuum,OSAC Vol 4
